ID,Text_ro,Text_rom,ro,rmy
,,,"Iuda, rob al lui Isus Hristos, şi fratele lui Iacov, către cei chemaţi, cari sînt iubiţi în Dumnezeu Tatăl, şi păstraţi pentru Isus Hristos:","Kako lil katar o Juda, ek sluga le Jesus Kristoski, ai o phral le Iakovosko, kodolenge kai si akharde katar O Del O Dat, kai traiin ande dragostia le Devlesko amaro Dat, ai tume san garade le Jesus Kristosko."
,,,"Căci cei din Macedonia şi Ahaia au avut bunătatea să facă o strîngere de ajutoare pentru săracii dintre sfinţii, cari sînt în Ierusalim.",Ke le shave le Devleske andai Macedonia ai andai Gretsia magle te chiden love le chorhenge kai si anda narodo le Devlesko ande Jerusalem.
,,,"Apoi a mers puţin mai înainte, a căzut cu faţa la pămînt, şi S'a rugat, zicînd: ,,Tată, dacă este cu putinţă, depărtează dela Mine paharul acesta! Totuş nu cum voiesc Eu, ci cum voieşti Tu.``","Gelo tsirha mai angle, shudiaspe tele mosa pe phuv, ai rhugisailo, ""Murho Dat, te sai mek te nakhel kadia kuchi mandar; numa na murhi voia, chiri voia te avel kerdi."""
,,,"Cînd a văzut Simon Petru lucrul acesta, s'a aruncat la genunchii lui Isus, şi I -a zis: ,,Doamne, pleacă dela mine, căci sînt un om păcătos.``","Kana o Simon Petri dikhlia so kerdilia, pelo ande changende angla Jesus ai phendia, ""Duriol mandar Devla, ke sim ek bezexalo manush!"""
,,,"Vestea, pe care am auzit -o dela El şi pe care v'o propovăduim, este că Dumnezeu e lumină, şi în El nu este întunerec.","Eta e lashi viasta kai ashundiam katar O Jesus Kristo, ai kai akana ame mothas tumenge: O Del si vediara ai nai chi iek tuniariko ande leste."
,,,"Măcar că trăim în firea pămîntească, totuş nu ne luptăm călăuziţi de firea pămîntească.","Chaches traiisaras andek stato manushesko, numa chi maras ame sar le manush."
,,,şi -i vor arunca în cuptorul aprins; acolo va fi plînsul şi scrîşnirea dinţilor.``,"Ai shuden le ando bov kai si dino iag, kotse rovena ai chiden dandendar."""
,,,"Dar Isus S'a întors şi S'a uitat la ucenicii Săi, a mustrat pe Petru, şi i -a zis: ,,Înapoia Mea, Satano! Fiindcă tu nu te gîndeşti la lucrurile lui Dumnezeu, ci la lucrurile oamenilor.``","Numa kana O Jesus amboldinisailo, dikhlia pe peske disipluria, ai phenel le Petresko, ""Le tu angla mande, Satano!(Beng!) Ke che ginduria na le Devleske, nume le manusheske."""
,,,"Am ajuns nebun: voi m'aţi silit. Dar voi trebuia să mă lăudaţi; căci, măcar că nu sînt nimic, totuş cu nimic n'am fost mai pe jos de aceşti apostoli aşa de minunaţi.","Dav duma sar te avilemas dzilo, numa tume kerdia kadia. Tume trobunas te chacharen ma. Ke vi te chi sim kanchi, chi sim vov si mai tele ke sar tumare slugi."
,,,"Să ştiţi că, dacă ar şti stăpînul casei la ce strajă din noapte va veni hoţul, ar veghea şi n'ar lăsa să -i spargă casa.","Haliaren, te zhanglino o gazda le kheresko ka che chaso la rachako avel o chor, kamas te arkhelpe ai nas te mekel te den andre ande lesko kher."
,,,"şi să izbăvească pe toţi aceia, cari prin frica morţii erau supuşi robiei toată viaţa lor.",Ai O Jesus skepisardia sa kodola kai traiinas sa lengo traio ande dar la martiaki sar slugi.
,,,"Şi ziceau femeii: ,,Acum nu mai credem din pricina spuselor tale, ci din pricină că L-am auzit noi înşine, şi ştim că acesta este în adevăr Hristosul, Mîntuitorul lumii.``","Ai mothonas la zhuvliake, ""Akana pachas ame, nai ke pala so tu phendian amenge, ke ame ashundiam les ame, ai zhanas ke chaches wo si O Kristo, O Skepitori la lumiako."""
,,,"Cînd a zis vorbele acestea, s'a stîrnit o neînţelegere între Farisei şi Saduchei, şi adunarea s'a desbinat.","Kana ashunde so phendia o Pavlo, kerdilia iek bunto mashkar le Farizeanuria ai le Saduseanuria, ai ande kodo kher kai beshenas hulazhile."
,,,"El le -a zis: ,,Oricine îşi lasă nevasta, şi ia pe alta de nevastă, preacurveşte faţă de ea;","Ai phendia lenge, ""Kon godi mekela peska rhomnia, ai te lela avria kerdias kurvimos."
,,,"De acolo ne-am dus la Filipi, care este cea dintîi cetate dintr'un ţinut al Macedoniei, şi o colonie romană. În cetatea aceasta am stat cîteva zile.","Kotsar geliam ande Philippi, kodo si o pervo foro kai si andai Macedonia, kai avile sas le Romanuria: beshliam xantsi dies ande kodo foro."
,,,"Tot aşa şi faptele bune sînt cunoscute: şi cele ce nu sînt cunoscute, nu pot să rămînă ascunse.","Vi le lashe dieli uni manushenge dichon mishto, ai vi kodola kai chi dichon strazo nashtin te beshen garade."
,,,"Căci Fiul omului n'a venit să I se slujească, ci El să slujească şi să-Şi dea viaţa răscumpărare pentru mulţi!``","Sakadia O Shav le Manushesko, chi avilo te podail pes, numa avilo te podail ai te del pesko traio te pochinel anda but te skepil les."""
,,,"Ascultaţi! Iată, sămănătorul a ieşit să samene.","""Ashun! Eta, iek manush gelo te shudel sumuntsi pe phuv."
,,,"Şi acum, ştiu că nu-mi veţi mai vedea faţa, voi toţi aceia, în mijlocul cărora am umblat propovăduind Împărăţia lui Dumnezeu.","Ai akana, zhanav ke chi mai dikhena murho mui, tume savorhe, tume kai sas mansa kana demas duma pa rhaio le Devlesko."
,,,",,Ştiu``, I -a răspuns Marta, ,,că va învia la înviere, în ziua de apoi.``","E Martha phendia, ""Zhanav ke wo zhuvindila kana savorhe wushtena paluno dies,"""
,,,"Cînd au auzit ei aceste vorbe, îi tăia pe inimă, şi scrîşneau din dinţi împotriva lui.","Kana ashunde kodala vorbi, xolaile, ai kristsiinas andal dand pe leste."
,,,"nădăjduiesc să vă văd în treacăt, cînd mă voi duce în Spania, şi să fiu însoţit de voi pînă acolo, după ce îmi voi împlini, măcar în parte, dorinţa de a fi stat la voi.","Ai mangav te dikhav tume kana avava ande Shpania, avav tumende; ke mangav te dikhav tume kana nakhava kotsar, kana beshava tumensa xantsi vriama mai anglal, sai zhutin ma te zhav ande Shpania,"
,,,"şi v'aţi îmbrăcat cu omul cel nou, care se înoieşte spre cunoştinţă, după chipul Celui ce l -a făcut.","O traio le neve manushesko kai neviol sagda pala patreto le Devlesko, kodo kai kerdia les, saxke te aresel te zhanel les mishto."
,,,"Răsplătiţi -i cum v'a răsplătit ea, şi întoarceţi -i de două ori cît faptele ei. Turnaţi -i îndoit în potirul în care a amestecat ea!``","Ker lasa sar woi kerdia tusa ai de la mai but. Musai avela palpale lake duvar mai but sar woi kerdia pala lako nasulimos. Woi kerdia but nasulimos le kolavrenge, de la duvar mai but palpale."
,,,"În adevăr, nu unor îngeri a supus El lumea viitoare, despre care vorbim.","Ai le angeluria chi poronchin pe lumia kai si te avel, pa kadia lumia ame das duma."
,,,"În noaptea următoare, Domnul S'a arătat lui Pavel, şi i -a zis: ,,Îndrăzneşte, Pavele; căci, după cum ai mărturisit despre Mine în Ierusalim, tot aşa trebuie să mărturiseşti şi în Roma.``","Pe terharin e riat O Del sikadilo le Pavloske, ai phendia leske, ""Na dara, ke sar dian duma pa mande ande Jerusalem, trobul te mothos pa mande vi ande Rome."""
,,,"Dar Dumnezeu a ales lucrurile nebune ale lumii, ca să facă de ruşine pe cele înţelepte. Dumnezeu a ales lucrurile slabe ale lumii, ca să facă de ruşine pe cele tari.","Numa O Del alosardia le dile dieli la lumiake te sikavel e dosh le gojavrenge, O Del alosardia le slabi dieli la lumiake te rimol zurales."
,,,"După vedenia aceasta a lui Pavel, am căutat îndată să ne ducem în Macedonia, căci înţelegeam că Domnul ne cheamă să le vestim Evanghelia.","Kana o Pavlo dikhlia kodia vizion, mangliam strazo te zhas ande Macedonia, ke haliardiam ke O Del mangelas te phenas kotse E Vorba le Devleski."
,,,"Dimpotrivă, fiţi buni unii cu alţii, miloşi, şi iertaţi-vă unul pe altul, cum v'a iertat şi Dumnezeu pe voi în Hristos.","Numa aven lashe iek kavresa, lashe ilenge, iertin iek kavreske, sar O Del iertisardia tumen ando Kristo."
,,,Umblaţi dar după darurile cele mai bune. Şi vă voi arăta o cale nespus mai bună.,Mangen le podarki si mai lashe ai sikavav tumenge iek drom o mai lasho.
,,,"nici traistă pentru drum, nici două haine, nici încălţăminte, nici toiag, căci vrednic este lucrătorul de hrana lui.","Na len chisi dromeske, vai dui gada, vai papucha, vai rovli, ke o manush kai kerel buchi mol te den les leske pochin."
,,,"Şi la mijloc, între scaunul de domnie şi cele patru făpturi vii, şi între bătrîni, am văzut stînd în picioare un Miel. Părea jungheat, şi avea şapte coarne şi şapte ochi, cari sînt cele şapte Duhuri ale lui Dumnezeu, trimese în tot pămîntul.","Me dikhlem O Bakriorho beshelas anda punrhende angla le bish tai shtar manush – pasturia, anglal O Swunto Than ai le shtar zhigeni zhuvindin, ai po Bakriorho sas semnuria ke sakrifisardo sas ai mulo. Sas les efta shinga ai efta iakha. Kadala si efta Duxuria le Devleske tradine ande sa e lumia."
,,,"A doua zi, cînd a pornit la drum, a scos doi lei, i -a dat hangiului, şi i -a zis: ,,Ai grijă de el, şi orice vei mai cheltui, îţi voi da înapoi la întorcere.``","Pe terharin o manush andai Samaria lia dui shela teliara ai dia le ka gazda ando kher, ai phendia, ""Le sama lestar; ai so zidisa mai but, dava le tuke kana avava palpale."""
,,,",,Scoateţi acum``, le -a zis El, şi ,,aduceţi nunului.`` Şi i-au adus:","O Jesus phendia lenge, ""Len akana ai angeren ka o dat la shako kai kerdia o abiav,"" ai ingerde leske."
,,,"Mulţămesc Dumnezeului meu totdeauna, cu privire la voi, pentru harul lui Dumnezeu, care v'a fost dat în Isus Hristos.","Bi te terdiuav naisiv le Devleske anda tumende, anda mishtimos le Devlesko kai si tumenge dino ando Jesus Kristo;"
,,,"Barbarii, cînd au văzut năpîrca spînzurată de mîna lui, au zis unii către alţii: ,,Cu adevărat omul acesta este un ucigaş, căci ,Dreptatea` nu vrea să -l lase să trăiască, măcar că a fost scăpat din mare.``","Kana o narodo kodola izulako dikhle o sap kai sas huluime pel Pavlosko vas, denas pe duma won de won, ai mothonas, ""Kako manush si kai mudarel, ke o chacho zakono le Devlesko chi mekel les te traiil, marka ke skepisailo andai maria."""
,,,"El hotărăşte din nou o zi: ,,Astăzi,`` -zicînd, în David, după atîta vreme, cum s'a spus mai sus: ,,Astăzi, dacă auziţi glasul Lui, nu vă împietriţi inimile!``","O Del thodia rigate iek dies le manushenge te aven andre, ai kadia vriama si ""Adies"". De but bersh palpale kana le manush chi avile andre o David phendia, ""Adies te ashunen o glaso le Devlesko, te na zuravon che ile."""
,,,"şi au zis: ,,Îţi mulţămim Doamne, Dumnezeule, Atotputernice, care eşti şi care erai şi care vii, că ai pus mîna pe puterea Ta cea mare, şi ai început să împărăţeşti.","Won phende, ""Ame naisis tuke, Devla, O Del kai si O Del sa la putierako, Kodo si, Kodo sas, ai Kodo si te avel, ke lian tute e bari putiera, ai poronchinsardian."
,,,"Norodul I -a răspuns: ,,Ai drac. Cine caută să Te omoare?``","Le manush phende leske, ""Tut si tu iek beng ande tute! Kon rodel te mudarel tu?"""""
,,,"Să trăim frumos, ca în timpul zilei, nu în chefuri şi în beţii; nu în curvii şi în fapte de ruşine; nu în certuri şi în pizmă;","Phiras vorta, sar trobul ande vediara le dieseski; arakhas ame katar le chingara ai katar o pimos, ai katar le dieli le bi vuzhe ai katar e kurvia, na maras ame ai te na aven zhaluzuria vai te na mangen so si avres."
,,,"Şi s'a dus să propovăduiască în sinagogi, prin toată Galilea; şi scotea dracii.","Ai wo dia duma pa Del ande synagoguria ande sa Galilee, ai gonisardia le bengen."
,,,",,Doamne,`` I -a zis Simon Petru, ,,nu numai picioarele, dar şi mînile şi capul!``","O Simon Petri phendia leske, ""Devla, na ferdi murhe punrhe! Numa vi murhe vas ai vi murho shero!"""
,,,"Trecătorii îşi băteau joc de El, dădeau din cap, şi ziceau: ,,Uă! Tu, care strici Templul, şi -l zideşti la loc în trei zile,","Le manush kai nakhenas kotsar, kerenas anda shero ai mishkirinas les, ai phenenas, ""Tu kai sas te xaiis o tampla, ai ande trin dies te vazdes kadia tampla,"
,,,"Isus a chemat pe cei doisprezece ucenici ai Săi, le -a dat putere şi stăpînire peste toţi dracii, şi să vindece boalele.","Jesus chidia andek than le desh u do disiplon ai dia le zor ai putiera pe sa le beng, ai e zor te sastiaren le naswalen."
,,,",,Doamne,`` a răspuns Anania, ,,am auzit dela mulţi despre toate relele, pe cari le -a făcut omul acesta sfinţilor Tăi în Ierusalim;","Porme o Ananias phendia, ""Devla, ashundem katar but manush, sar kado manush chinuilas che shaven ande Jerusalem;"
,,,"Atunci au scos din norod pe Alexandru, pe care Iudeii îl împingeau înainte. Alexandru a făcut semn cu mîna, şi voia să se apere înaintea norodului.",Uni manush anda narodo line o Alexander ai thode les angla narodo. O Alexander antunchi kerdia iek semno anda vas ai manglia te del duma te chacharel le angla narodo.
,,,"Şi în ceasul al nouălea, Isus a strigat cu glas tare: ,,Eloi, Eloi, lama sabactani`` care, tîlmăcit, înseamnă: ,,Dumnezeul Meu, Dumnezeul Meu, pentruce M'ai părăsit?``","Karing le trin chasuria O Jesus dias mui andek baro glaso, ""Eloi, Eloi, lema Sabachthani?"" Kadia si, ""Murho Del, Murho Del, Sostar meklian ma?"""
,,,"Şi vom face lucrul acesta, dacă va voi Dumnezeu.",Zhas angle! Ai keras kadia te mekel amen O Del.
,,,"El, măcar că avea chipul lui Dumnezeu, totuş n'a crezut ca un lucru de apucat să fie deopotrivă cu Dumnezeu,","Wo de sar godi sas Del sas, numa chi phendia ke trobulas te rodel te kerel pe zor te avel saikfielo sar O Del."
,,,"Iată numai ce voiesc să ştiu dela voi: prin faptele Legii aţi primit voi Duhul, ori prin auzirea credinţei?","Manglemas te den ma atweto pe iek diela kai si te phushav tume: sas tume dino O Swunto Duxo le Devlesko ke kerdian so mothol o zakono, vai ke ashundian ai pachaian tume ande lashi viasta?"
,,,"Dar, ca să nu -i facem să păcătuiască, du-te la mare, aruncă undiţa, şi trage afară peştele care va veni întîi; deschide -i gura, şi vei găsi în ea o rublă (Greceşte: Un statir.) pe care ia -o şi dă-le -o lor, pentru Mine şi pentru tine.``","Numa te na rimosaras lenge gindo ai te peren ando bezex, zha ka maria, ai shude vunjitsa ando pai, le o pervo masho kai astaresa, phuter lesko mui, ai kotse arakhesa love, inger lende ai pochin e taksa pa mande ai pa tute."""
,,,"Acela Îşi are lopata în mînă, Îşi va curăţi cu desăvîrşire aria, şi Îşi va strînge grîul în grînar; dar pleava o va arde într'un foc care nu se stinge.``","Si les so trobul ai gata lo te xulavel o jiv , o jiv thola ande pesko bano ai le suluma phabarela ande iag kai shoxar chi merela."""
,,,"şi au zis: ,,Ce vom face oamenilor acestora? Căci este ştiut de toţi locuitorii Ierusalimului că prin ei s'a făcut o minune vădită, pe care n'o putem tăgădui.","""So te keren kodole manushenge?"" Ke sa o narodo anda Jerusalem zhanenas ke kodo miraklo won kerde les, ai won nashtinas te mothon ke nas chaches."
,,,"şi cine jură pe cer, jură pe scaunul de domnie al lui Dumnezeu şi pe Celce şade pe el.`","Ai kodo kai solaxal po rhaio, solaxal vi po skamin le Devlesko ai po Del kai beshel pe leste."
,,,"Pacea lui Hristos, la care aţi fost chemaţi, ca să alcătuiţi un singur trup, să stăpînească în inimile voastre, şi fiţi recunoscători.","Ai meken e pacha le Kristoski te lel sama katar tumare ile, ke O Del akhardia tumen andek than sar savorhe andek than sam ande iek stato. Naisin anda kodia."
,,,"căci ştim că un astfel de om este un stricat şi păcătuieşte, dela sine fiind osîndit.","Ke kasavestar manush durilo pa drom o vorta, ai leske bezexa sikaven ke durilo."
,,,"Dragostea este îndelung răbdătoare, este plină de bunătate: dragostea nu pizmuieşte; dragostea nu se laudă, nu se umflă de mîndrie,","E dragostia si la rhavda, ai pher lashimos; e dragostia nai zhaluzo. E dragostia chi bariarelpe, chi luvudilpe ai chi kerel barimata."
,,,"Căci nu de mult s'a ivit Teuda, care zicea că el este ceva, şi la care s'au alipit aproape patru sute de bărbaţi. El a fost omorît, şi toţi cei ce îl urmaseră, au fost risipiţi şi nimiciţi.","Ke nai de dumult sikadilia o Theudas, kai motholas kai wo si manush baro, ai shtar shela manush linepe pala leste; numa vularde les ai sa kodola kai line sas pe pala leste, xasaile ai chi mai ashilia kanch anda lende."
,,,"şi caut, ca, dacă este cu putinţă, să stîrnesc gelozia celor din neamul meu, şi să mîntuiesc pe unii din ei.","Ai te sai xoliarav te dashtiva murhe narodos kai si zhaluzo, ai te skepiv unen."
,,,"Pavel şi Barnaba au înţeles lucrul acesta, şi au fugit în cetăţile Licaoniei: Listra şi Derbe, şi în ţinutul de primprejur.","Kana o Pavlo ai o Barnabas haliarde so mangenas te keren lensa, geletar karing o Lystra ai o Derbe, le foruria kai si ande Lyconia, ai le thana kotsar pashe."
,,,"Famenul a zis lui Filip: ,,Rogu-te, despre cine vorbeşte proorocul astfel? Despre sine sau despre vreun altul?``","Ke mudarde les pe kadia phuv. Kodo sluga phendia le Filiposke, ""Rhugiv ma tute, phen mange pa kaste del duma o profeto kadia, pa peste del duma vai pa aver vari kon?"""
